gauge,1,2,3,4,5,6,7 RLE,8 lag1,s1,s2,s3,s4,s5,s6,s7 RLE,s8 lag1
01078000.csv,0,5.54622648996111,4.76787556543132,4.76819300055551,4.75676533608444,4.37393857630347,3.53368780255535,3.63177525593207,0,5.54622648996111,4.76787556543132,4.76819300055551,4.75676533608444,4.76755813030712,6.03285453535434,5.99793667169272
01118300.csv,0,4.79774617167265,4.16267551233698,4.13613850138592,4.13504793929204,3.6668332803199,3.30440314445404,3.18625891761712,0,4.79774617167265,4.16267551233698,4.13613850138592,4.13504793929204,4.16194847094106,5.2568728131958,5.25287408551824
01121000.csv,0,4.48980239663519,3.86667724783747,3.86699468296167,3.86509007221649,3.35592413300532,3.27148638996905,3.09213554479803,0,4.48980239663519,3.86667724783747,3.86699468296167,3.86509007221649,3.90096024125069,5.01706213792556,4.99230219823824
01123000.csv,0,4.96338234695124,4.29505926438842,4.29538511669586,4.28463199055028,3.87699075394078,3.37778501894017,3.33705348050996,0,4.96338234695124,4.29505926438842,4.29538511669586,4.28463199055028,4.29603682131074,5.36222557125983,5.35505682049611
01134500.csv,0,5.55130545194826,4.74470280136497,4.7418458852472,4.7056582810888,4.52122847393064,4.08285056741528,3.91683199746052,0,5.55130545194826,4.74470280136497,4.7418458852472,4.7056582810888,4.70978493770336,5.91222918815967,5.87921593524323
01137500.csv,0,5.46369335767003,4.4977382747401,4.41520514244901,4.41552257757321,4.21490357908103,3.9727005793191,3.74256011427664,0,5.46369335767003,4.4977382747401,4.41520514244901,4.41552257757321,4.41933179906357,5.63002936274899,5.60272994206809
01139000.csv,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01139800.csv,0,6.07637037371775,5.42274842966243,5.40431108500158,5.3992498531339,5.32188530887071,4.2152831126576,4.11514302498983,0,6.07637037371775,5.42274842966243,5.40431108500158,5.3992498531339,5.39961136969587,6.50259840028921,6.49681413529757
01142500.csv,0,5.33664556454844,4.57152015385848,4.52632422469749,4.58498277105537,4.25450757272217,3.3364852952961,3.21147527846783,0,5.33664556454844,4.57152015385848,4.52632422469749,4.58498277105537,4.59235515666319,5.66647968587227,5.63891337446911
01144000.csv,0,5.45766209031029,4.71867312118086,4.71676851043568,4.69613522736291,4.44980557098643,3.47591460995159,3.50892786286803,0,5.45766209031029,4.71867312118086,4.71676851043568,4.69613522736291,4.70407110546782,5.86207443853662,5.83382271248314
01162500.csv,0,5.5478136655821,4.90818189032616,4.90849932545036,4.8865963018808,4.48980239663519,3.48956432029204,3.57019284183795,0,5.5478136655821,4.90818189032616,4.90849932545036,4.8865963018808,4.90088088246965,6.1268153321165,6.11983175938418
01169000.csv,0,4.54694071899056,3.86858185858265,3.86889929370685,3.8095389254821,3.34925799539719,3.25688437425601,3.06102690262678,0,4.54694071899056,3.86858185858265,3.86889929370685,3.8095389254821,3.84382191889533,5.07197841441155,5.04436155860646
01170100.csv,0,4.97649572649573,4.27863247863248,4.27905982905983,4.25512820512821,3.88931623931624,3.41324786324786,3.48247863247863,0,4.97649572649573,4.27863247863248,4.27905982905983,4.25512820512821,4.26495726495726,5.40982905982906,NaN
01181000.csv,0,4.18030315054361,3.33433854455996,3.33465597968415,3.30259503214031,2.78549321482422,2.97087532735497,2.57979525434489,0,4.18030315054361,3.33433854455996,3.33465597968415,3.30259503214031,3.34417903341005,4.44821839536545,4.44917070073804
01187300.csv,0,3.39842963559493,2.72969599355748,2.73001811958929,2.56219045701631,1.97592107912221,2.21590497282062,2.21654922488424,0,3.39842963559493,2.72969599355748,2.73001811958929,2.56219045701631,2.81409301389169,3.75083551439501,3.80656331789813
01195100.csv,0,4.44444444444444,3.57559681697613,3.57618626584144,3.61155319776009,3.00559976422045,3.13115237253168,2.87474211612143,0,4.44444444444444,3.57559681697613,3.57618626584144,3.61155319776009,3.65576186265841,4.76333628057766,4.78337754199823
01333000.csv,0,5.43702880723752,4.76152686294739,4.76184429807158,4.7599396873264,4.48758035076581,3.86762955321006,3.57368462820411,0,5.43702880723752,4.76152686294739,4.76184429807158,4.7599396873264,4.7691453059281,5.87921593524323,5.86778827077216
01350000.csv,0,4.18189032616459,3.16038409650028,3.14133798904849,3.09721450678518,2.52805332910087,2.82866439171494,2.37822395048012,0,4.18189032616459,3.16038409650028,3.14133798904849,3.09721450678518,3.18831838742957,4.31394333783033,NaN
01350080.csv,0,4.55841417123577,3.76280050611556,3.7634753268663,3.76145086461409,3.07920708561788,3.06031210459722,2.75259384226065,0,4.55841417123577,3.76280050611556,3.7634753268663,3.76145086461409,3.8059890341628,5.04226064951497,4.98827498945593
01350140.csv,0,5.23057799875699,4.18893722809198,4.09247980111871,4.08353014294593,3.49633312616532,3.38048477315103,3.27607209446861,0,5.23057799875699,4.18893722809198,4.09247980111871,4.08353014294593,4.12280919825979,5.36631448104413,5.35985083903045
01365000.csv,0,5.1499543668902,4.28332209039324,4.28363953811357,4.2839569858339,3.93127256854887,3.24971231300345,3.03670489266299,0,5.1499543668902,4.28332209039324,4.28363953811357,4.2839569858339,4.29411531288441,5.37375500972184,5.36962818935756
01411300.csv,0,5.24803215541785,4.86931278959415,4.78490481773014,4.73979791213085,4.73979791213085,3.29146429967063,3.21732819739854,0,5.24803215541785,4.86931278959415,4.78490481773014,4.73979791213085,4.80589515993971,5.5945961033886,5.59280969128566
01413500.csv,0,4.5069438933418,3.77112927545433,3.77144671057853,3.74890881676057,3.20514244901198,2.91786366161416,2.54043329894453,0,4.5069438933418,3.77112927545433,3.77144671057853,3.74890881676057,3.78573129116737,4.94627410522974,4.91992698992143
01414500.csv,0,4.99388937385922,4.25585271010237,4.25617014522657,4.23204507578764,3.75906674073486,3.20514244901198,2.99150861042774,0,4.99388937385922,4.25585271010237,4.25617014522657,4.23204507578764,4.2444250456313,5.34592492659313,5.33322752162527
01415000.csv,0,4.54440123799698,3.96730418220776,3.96762161733196,3.95333703674312,3.43940957066899,3.0949924609158,2.84104436155861,0,4.54440123799698,3.96730418220776,3.96762161733196,3.95333703674312,3.98349337354178,5.09864296484406,5.09959527021665
01423000.csv,0,5.00268763287737,4.27036784467889,4.27068875606723,4.30566809739661,3.74407316779654,3.23286132616631,3.06277829034458,0,5.00268763287737,4.27036784467889,4.27068875606723,4.30566809739661,4.28224156604757,5.39997593164587,5.39997593164587
01434025.csv,0,4.61365560772843,3.96766992533292,3.94426910938342,3.90485720883689,3.50704333769533,3.27303517820029,3.07597567546763,0,4.61365560772843,3.96766992533292,3.94426910938342,3.90485720883689,3.91778923870372,5.00715880224771,4.98314217535217
01435000.csv,0,4.95282942274905,4.20556953803686,4.20589429244134,4.21596167898027,3.86685069416254,3.30924738166761,3.17382479499878,0,4.95282942274905,4.20556953803686,4.20589429244134,4.21596167898027,4.22408053909231,5.26199561581554,5.23244296500771
01439500.csv,0,4.39266724863106,3.89302436314578,3.88445361479248,3.89619871438775,3.39020712641854,2.40647567653361,2.407110546782,0,4.39266724863106,3.89302436314578,3.88445361479248,3.89619871438775,3.9006428061265,4.92818030315054,4.91611776843108
01440000.csv,0,4.33425918577891,3.64986905801127,3.65018649313547,3.68891357828744,3.17276406634394,2.9407189905563,2.58265217046266,0,4.33425918577891,3.64986905801127,3.65018649313547,3.68891357828744,3.71748273946512,4.74628997698595,4.74279819061979
01440400.csv,0,4.59538709100662,4.0686572501341,4.06400858215627,4.00786697657787,3.52798140532809,3.04666547470052,2.73198641158591,0,4.59538709100662,4.0686572501341,4.06400858215627,4.00786697657787,4.07044519935634,5.10423743965671,5.10888610763454
01451800.csv,0,5.51891136751694,4.61240751280592,4.6128214415067,4.59253893516842,4.31975992135355,3.93646194443007,3.62270398923785,0,5.51891136751694,4.61240751280592,4.6128214415067,4.59253893516842,4.5995757230817,5.75278108345837,5.71883892999431
01466500.csv,0,5.29652162967314,5.16829606008476,5.0598749632862,4.93534175303151,4.93265640078882,3.07909201527294,2.80048672009399,0,5.29652162967314,5.16829606008476,5.0598749632862,4.93534175303151,4.95984559224605,5.73960474971678,5.73893341165611
01484100.csv,0,4.39205776173285,3.96101083032491,3.83610108303249,3.85342960288809,3.53321299638989,2.85523465703971,2.33393501805054,0,4.39205776173285,3.96101083032491,3.83610108303249,3.85342960288809,3.86028880866426,4.71913357400722,4.68628158844765
01485500.csv,0,4.6243948892945,3.84286961352274,3.84318704864693,3.76382826759781,3.10705499563527,3.02356955797159,2.69788112054599,0,4.6243948892945,3.84286961352274,3.84318704864693,3.76382826759781,3.80445996349496,5.1402269661138,5.14594079834934
01486000.csv,0,4.92125317527519,3.79373412362405,3.79407281964437,3.74563928873836,3.04182895850974,3.14038950042337,2.79153259949196,0,4.92125317527519,3.79373412362405,3.79407281964437,3.74563928873836,3.78425063505504,5.06790855207451,NaN
01487000.csv,0,4.75327354971828,4.34441710975319,4.31235616220935,4.34632172049837,4.11427664471074,2.44107610507103,2.44234584556781,0,4.75327354971828,4.34441710975319,4.31235616220935,4.34632172049837,4.35076581223712,5.25990000793588,5.24942464883739
01491000.csv,0,4.44790096024125,3.51337195460678,3.51368938973097,3.51400682485517,2.97595428934212,2.91088008888183,2.50202364891675,0,4.44790096024125,3.51337195460678,3.51368938973097,3.51400682485517,3.58923894928974,4.68597730338862,4.633283072772
01510000.csv,0,5.64432085561497,5.01835294117647,4.98070588235294,4.97591443850267,4.59841711229947,4.09120855614973,3.904,0,5.64432085561497,5.01835294117647,4.98070588235294,4.97591443850267,4.98139037433155,6.19020320855615,6.18986096256685
01516500.csv,0,3.36063005462167,2.34576787907016,2.34610661811407,2.22551551848245,1.67506457213025,1.9430071558623,NaN,0,3.36063005462167,2.34576787907016,2.34610661811407,2.22551551848245,2.41724181733497,3.48020493712156,3.48189863234111
01518862.csv,0,4.94495980210266,3.85405071119357,3.85466914038343,3.75943104514533,3.13543599257885,3.23809523809524,2.9604205318491,0,4.94495980210266,3.85405071119357,3.85466914038343,3.75943104514533,3.79901051329623,5.17192331478046,NaN
01532000.csv,0,3.98349337354178,3.18387429569082,3.18419173081501,2.74295690818189,2.19982541068169,2.24490119831759,2.24553606856599,0,3.98349337354178,3.18387429569082,3.18419173081501,2.74295690818189,2.92992619633362,4.12856122529958,4.14824220299976
01539000.csv,0,4.29965875724149,3.48067613681454,3.48099357193873,3.48131100706293,2.99595270216649,2.8686612173637,2.46742322037933,0,4.29965875724149,3.48067613681454,3.48099357193873,3.48131100706293,3.52448218395365,4.61899849218316,4.56630426156654
01542810.csv,0,5.48410178886369,4.35938523557571,4.28077601410935,4.27271352985639,3.73131771227009,3.92683295540438,3.64625850340136,0,5.48410178886369,4.35938523557571,4.28077601410935,4.27271352985639,4.30818846056941,5.69695137314185,5.66268581506677
01543000.csv,0,5.05959844456789,4.15649551622887,4.08507261328466,4.06412189508769,3.54003650503928,3.25053567177208,3.05118641377668,0,5.05959844456789,4.15649551622887,4.08507261328466,4.06412189508769,4.09777001825252,5.36814538528688,5.36338385842393
01543500.csv,0,5.03452106975637,4.26156654233791,4.2171256249504,4.23426712165701,3.64352035552734,3.2670422982303,3.12038727085152,0,5.03452106975637,4.26156654233791,4.2171256249504,4.23426712165701,4.26981985556702,5.42210935640029,5.42560114276645
01544500.csv,0,4.59519085786842,3.99555590826125,3.99587334338545,3.9187366082057,3.33306880406317,2.98547734306801,2.64201253868741,0,4.59519085786842,3.99555590826125,3.99587334338545,3.9187366082057,3.95873343385446,5.19863502896596,5.19863502896596
01545600.csv,0,4.59410752252708,4.05143262124127,4.05183760251088,4.01012453174041,3.46056494887111,2.87131720157943,2.50035435861091,0,4.59410752252708,4.05143262124127,4.05183760251088,4.01012453174041,4.04373797711856,5.1541966184064,5.15865141237218
01547700.csv,0,4.24741375578929,3.30796866207852,3.27749642903519,3.2678007185214,2.54339263299139,2.27018136172791,2.2708739124789,0,4.24741375578929,3.30796866207852,3.27749642903519,3.2678007185214,3.28649958879799,4.54936588321863,4.54244037570878
01548500.csv,0,4.56566939131815,3.88000952305373,3.88032695817792,3.85461471311801,3.221331640346,2.9683358463614,2.62645821760178,0,4.56566939131815,3.88000952305373,3.88032695817792,3.85461471311801,3.88572335528926,5.12403777477978,5.12975160701532
01549500.csv,0,4.55265455122609,3.73018014443298,3.73049757955718,3.67685104356797,3.1407031188001,3.04801206253472,2.69121498293786,0,4.55265455122609,3.73018014443298,3.73049757955718,3.67685104356797,3.71684786921673,5.01230061106261,4.95674946432823
01550000.csv,0,4.52916435203555,3.83302912467264,3.83334655979684,3.78096976430442,3.27942226807396,3.0680104753591,2.75787635901913,0,4.52916435203555,3.83302912467264,3.83334655979684,3.78096976430442,3.81715736846282,5.03864772637092,5.00372986270931
01552000.csv,0,4.42325656305363,3.48655177967467,3.48687389273635,3.48719600579803,2.99243034305041,2.93058463520696,2.5330971170881,0,4.42325656305363,3.48655177967467,3.48687389273635,3.48719600579803,3.56289257529393,4.65775487196006,4.60428410372041
01552500.csv,0,4.07777160542814,3.16165383699706,3.16197127212126,3.23180699944449,2.6874057614475,2.84771049916673,2.40425363066423,0,4.07777160542814,3.16165383699706,3.16197127212126,3.23180699944449,3.26577255773351,4.26601063407666,4.28124752003809
01557500.csv,0,5.05071026109039,4.27204190143639,4.25394809935719,4.27616855805095,3.71335608285057,3.27370843583843,3.08324736132053,0,5.05071026109039,4.27204190143639,4.25394809935719,4.27616855805095,4.30537258947703,5.42909292913261,5.42655344813904
01567500.csv,0,3.38591311682834,2.76980177140447,2.77013918177984,2.58118937157318,2.00253057781527,2.00388021931674,NaN,0,3.38591311682834,2.76980177140447,2.77013918177984,2.58118937157318,2.83323492197385,3.7307465204555,NaN
01568000.csv,0,4.44726608999286,3.49019919054043,3.49051662566463,3.46956590746766,2.8781842710896,2.99341322117292,2.59820649154829,0,4.44726608999286,3.49019919054043,3.49051662566463,3.46956590746766,3.50638838187445,4.73613205301167,4.71549876993889
01580000.csv,0,4.19585747162924,3.81842710895961,3.54194111578446,3.62606142369653,3.73811602253789,2.9680184112372,2.52741845885247,0,4.19585747162924,3.81842710895961,3.54194111578446,3.62606142369653,3.62637885882073,4.38695341639552,4.39552416474883
01583500.csv,0,3.24609158003333,3.01087215300373,2.79438139830172,2.79469883342592,2.43694944845647,1.94270296008253,1.94333783033093,0,3.24609158003333,3.01087215300373,2.79438139830172,2.79469883342592,2.80358701690342,3.48035870169034,3.48099357193873
01586610.csv,0,4.72351030888906,4.10845102333661,4.03474057850616,4.0661581451552,3.91813307152028,3.14840268861868,2.93875084963371,0,4.72351030888906,4.10845102333661,4.03474057850616,4.0661581451552,4.07280416886942,5.00203912091232,4.98572615361378
01591400.csv,0,4.59464201363115,4.00728794115662,3.84047506579391,3.841014913287,3.78487077400634,3.09062689790134,2.72946892502868,0,4.59464201363115,4.00728794115662,3.84047506579391,3.841014913287,3.86746744044807,4.68101761252446,4.60327957352048
01594950.csv,0,5.12461799660441,4.31918505942275,4.24040747028863,4.23089983022071,3.68217317487267,3.47640067911715,3.50424448217318,0,5.12461799660441,4.31918505942275,4.24040747028863,4.23089983022071,4.27572156196944,5.53548387096774,5.53073005093379
01596500.csv,0,5.41734782953734,4.38822315689231,4.28854852789461,4.27204190143639,3.68193000555511,3.8644552019681,3.50575351162606,0,5.41734782953734,4.38822315689231,4.28854852789461,4.27204190143639,4.31584794857551,5.71732402190302,5.69954765494802
01605500.csv,0,3.25228527268713,2.27122985206447,2.27158313093398,2.20799293442261,1.62543607860455,1.81126076396556,NaN,0,3.25228527268713,2.27122985206447,2.27158313093398,2.20799293442261,2.45740781629499,3.40666813866196,3.40737469640097
01606500.csv,0,3.44335542240387,2.98718304829173,2.98750049601206,2.71290821792786,2.04849013928019,2.01261854688306,2.01325344232372,0,3.44335542240387,2.98718304829173,2.98750049601206,2.71290821792786,2.91861434070077,4.04555374786715,4.04618864330781
01613050.csv,0,4.4521774940801,3.53011427983115,3.48399052815814,3.32626377020488,2.59528467002986,2.92762277360239,2.52198085040667,0,4.4521774940801,3.53011427983115,3.48399052815814,3.32626377020488,3.41562853907135,4.72191907752497,4.7215072583136
01620500.csv,0,3.40766605824935,2.72264106023331,2.72295849535751,2.51694309975399,1.76906594714705,1.90111895881279,NaN,0,3.40766605824935,2.72264106023331,2.72295849535751,2.51694309975399,2.72962463296564,3.72160939607968,3.78223950480121
01632000.csv,0,3.46924847234346,2.62709308785017,2.62741052297437,2.30711848266011,1.73954448059678,1.97730338861995,NaN,0,3.46924847234346,2.62709308785017,2.62741052297437,2.30711848266011,2.5248789778589,3.64161574478216,NaN
01632900.csv,0,4.27501523175704,3.30580681445377,3.30618175001172,3.33017762572058,2.6852884660449,2.13488306697286,2.13600787364672,0,4.27501523175704,3.30580681445377,3.30618175001172,3.33017762572058,3.36804611707363,4.34550311665183,4.36837418568683
01634500.csv,0,4.04698039838108,3.23847313705261,3.23879057217681,2.75882866439171,2.20871359415919,2.17093881437981,2.1715736846282,0,4.04698039838108,3.23847313705261,3.23879057217681,2.75882866439171,2.93817950956273,4.15300372986271,NaN
01638480.csv,0,4.17435482939784,3.30789215403268,3.30835402113042,2.88482189250043,2.25067836729981,2.786906067779,2.25298770278852,0,4.17435482939784,3.30789215403268,3.30835402113042,2.88482189250043,3.01737774955257,4.12447318284164,4.14294786675134
01639500.csv,0,3.30227759701611,2.56551067375605,2.56582810888025,2.59439727005793,2.01158638203317,2.10776922466471,2.1084040949131,0,3.30227759701611,2.56551067375605,2.56582810888025,2.59439727005793,2.60455519403222,3.54448059677803,3.54511546702643
01644000.csv,0,3.01722085548766,2.19601618919133,2.19633362431553,2.20553924291723,1.62717244663122,1.93952860884057,NaN,0,3.01722085548766,2.19601618919133,2.19633362431553,2.20553924291723,2.46424886913737,3.32672010157924,3.32735497182763
01658500.csv,0,4.25585629323947,2.92397944734393,2.924303111219,2.5378484443905,2.08666100254885,2.95084354897439,2.43783630699519,0,4.25585629323947,2.92397944734393,2.924303111219,2.5378484443905,2.75081927418376,3.98592062143464,3.82052838127604
01664000.csv,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01666500.csv,0,4.27362907705738,3.45464645663043,3.45496389175462,3.50543607650186,2.95500357114515,2.8321561780811,2.36108245377351,0,4.27362907705738,3.45464645663043,3.45496389175462,3.50543607650186,3.57368462820411,4.33425918577891,4.34695659074677
01667500.csv,0,3.99555590826125,3.14673438615983,3.14705182128403,3.25688437425601,2.65629711927625,2.23379096897072,2.23442583921911,0,3.99555590826125,3.14673438615983,3.14705182128403,3.25688437425601,3.29878581064995,4.18157289104039,4.18855646377272
01669000.csv,0,4.35857352222765,3.89773652499593,3.83520599250936,3.85474678391141,3.48835694512294,2.99527764207784,2.67415730337079,0,4.35857352222765,3.89773652499593,3.83520599250936,3.85474678391141,3.86354014004234,4.79628724963361,4.79693860934701
01669520.csv,0,4.45056393730775,3.82891460377911,3.82950051267028,3.82950051267028,3.26995752160539,2.16610517064596,2.1672769884283,0,4.45056393730775,3.82891460377911,3.82950051267028,3.82950051267028,3.87637322396367,4.88706606122748,4.86245788779845
02011400.csv,0,4.50658912330632,3.61220070531461,3.61269566293386,3.57705871434758,2.95489698694549,2.96974571552311,2.59308296727093,0,4.50658912330632,3.61220070531461,3.61269566293386,3.57705871434758,3.62556456103446,4.92136360824104,4.851079626307
02011460.csv,0,4.39052599200246,3.43918794217164,3.43574284835435,3.37323900338357,2.65616733312827,2.9982159335589,2.59120270685943,0,4.39052599200246,3.43918794217164,3.43574284835435,3.37323900338357,3.39292525376807,4.6297139341741,4.58345124577053
02013000.csv,0,4.5697960479327,3.44544083802873,3.37370049996032,3.35687643837791,2.60328545353543,3.03341004682168,2.63121974446473,0,4.5697960479327,3.44544083802873,3.37370049996032,3.35687643837791,3.43401317355765,4.91199111181652,4.79485755098802
02014000.csv,0,4.60417997627088,3.70758419275349,3.70794925618326,3.64150771196495,2.9931550606918,2.99352012412157,2.60691795199416,0,4.60417997627088,3.70758419275349,3.70794925618326,3.64150771196495,3.73240850597791,5.02911380852423,NaN
02015700.csv,0,4.4519848151099,3.49852369124057,3.49889862679852,3.39354173501429,2.79626939119839,3.00660823920889,2.55556076299386,0,4.4519848151099,3.49852369124057,3.49889862679852,3.39354173501429,3.42728593522988,4.66194872756245,4.60008436050054
02016000.csv,0,4.46980398381081,3.48035870169034,3.48226331243552,3.39496865328149,2.66613760812634,2.98896912943417,2.56265375763828,0,4.46980398381081,3.48035870169034,3.48226331243552,3.39496865328149,3.37877946194746,4.66851837155781,4.61741131656218
02017500.csv,0,4.64693278311245,3.88699309578605,3.88731053091025,3.76255852710102,3.09594476628839,3.03912387905722,2.67724783747322,0,4.64693278311245,3.88699309578605,3.88731053091025,3.76255852710102,3.81271327672407,5.2033965558289,5.20466629632569
02018000.csv,0,4.54979763510832,3.60987223236251,3.61018966748671,3.55908261249107,2.85183715578129,2.9772240298389,2.56836758987382,0,4.54979763510832,3.60987223236251,3.61018966748671,3.55908261249107,3.64764701214189,4.98912784699627,4.90405523371161
02027000.csv,0,2.25061503055313,1.81795095627331,1.81826839139751,1.98714387747004,1.41449091341957,1.56336798666772,NaN,0,2.25061503055313,1.81795095627331,1.81826839139751,1.98714387747004,2.05602729942068,2.80199984128244,NaN
02027500.csv,0,2.14935322593445,1.55511467343862,1.55543210856281,1.55574954368701,1.10467423220379,NaN,NaN,0,2.14935322593445,1.55511467343862,1.55543210856281,1.55574954368701,1.76239980953893,2.34330608681851,2.3439409570669
02028500.csv,0,2.84739306404254,1.83953654471867,1.83985397984287,1.99031822871201,1.38528688199349,1.61288786604238,NaN,0,2.84739306404254,1.83953654471867,1.83985397984287,1.99031822871201,2.06237600190461,3.00007935878105,2.84993254503611
02038850.csv,0,2.95104458995946,1.71790874129508,1.71832449849288,1.87880677684232,1.30755638706995,1.78858746492049,NaN,0,2.95104458995946,1.71790874129508,1.71832449849288,1.87880677684232,1.92162976821536,2.54859162249246,NaN
02046000.csv,0,4.34759146099516,3.19942861677645,3.13657646218554,3.06039203237838,2.47662883898103,2.91913340211094,2.48773906832791,0,4.34759146099516,3.19942861677645,3.13657646218554,3.06039203237838,3.20038092214904,4.3526704229823,4.39361955400365
02051000.csv,0,3.29940409083588,1.91947173457884,1.91979384764052,1.79352552746014,1.39636012240296,1.98679336447093,NaN,0,3.29940409083588,1.91947173457884,1.91979384764052,1.79352552746014,1.97874053792881,3.06555000805283,2.75213399903366
02051500.csv,0,5.30180144432981,4.15713038647726,4.15744782160146,4.12824379017538,3.68097770018253,3.89651614951194,3.32068883421951,0,5.30180144432981,4.15713038647726,4.15744782160146,4.12824379017538,4.13046583604476,5.29735735259106,5.26085231330847
02053200.csv,0,5.35686274509804,4.24156862745098,4.02509803921569,3.96235294117647,3.22196078431373,2.95686274509804,2.61019607843137,0,5.35686274509804,4.24156862745098,4.02509803921569,3.96235294117647,4.00313725490196,5.46352941176471,5.47607843137255
02053800.csv,0,4.32788118067306,3.50366610265087,3.50404211317917,3.50329009212258,2.99905997367926,2.84414363602181,2.39932318104907,0,4.32788118067306,3.50366610265087,3.50404211317917,3.50329009212258,3.53224290280128,4.55311148712164,4.47038917089678
02055100.csv,0,2.85749235474006,1.73141109654871,1.73176059414592,1.88553953691568,1.28510266491918,1.57308868501529,NaN,0,2.85749235474006,1.73141109654871,1.73176059414592,1.88553953691568,1.9568370467453,2.63521188291831,2.63591087811271
02056900.csv,0,4.82944530844997,4.04199066874028,4.03214100570244,4.033177812338,3.81804043545879,3.1021254536029,2.75375842405391,0,4.82944530844997,4.04199066874028,4.03214100570244,4.033177812338,4.03369621565578,4.96008294453085,4.93675479523069
02059500.csv,0,3.22069677009761,2.1896674867074,2.1899849218316,2.389334179827,1.78969923021982,1.92556146337592,NaN,0,3.22069677009761,2.1896674867074,2.1899849218316,2.389334179827,2.43694944845647,3.25307515276565,3.22260138084279
02064000.csv,0,3.30780714141618,2.4043574742788,2.4046802501513,2.52475287472261,1.95731289086141,1.99765987492435,1.99830542666936,0,3.30780714141618,2.4043574742788,2.4046802501513,2.52475287472261,2.5328222715352,3.38591890256203,3.38656445430704
02065500.csv,0,4.02793429092929,3.22101420522181,3.24831362590271,3.2486310610269,2.89945242441076,2.82612491072137,2.34870248392985,0,4.02793429092929,3.22101420522181,3.24831362590271,3.2486310610269,3.25688437425601,4.11935560669788,NaN
02069700.csv,0,4.14367760147961,3.63710697946072,3.39024627664752,3.5230215127032,3.27226710795289,2.84785359680716,2.41565268178721,0,4.14367760147961,3.63710697946072,3.39024627664752,3.5230215127032,3.43463447873065,4.23479022680814,4.24257763068237
02070000.csv,0,4.25934449646853,3.58669946829617,3.35306721688755,3.41242758511229,3.28799301642727,2.91088008888183,2.46964526624871,0,4.25934449646853,3.58669946829617,3.35306721688755,3.41242758511229,3.44004444091739,4.13205301166574,4.17395444805968
02074500.csv,0,4.28823109277042,3.0683279104833,3.13086262995,3.1311800650742,2.64486945480517,2.82422029997619,2.31473692564082,0,4.28823109277042,3.0683279104833,3.13086262995,3.1311800650742,3.13657646218554,3.95714625823347,3.85048805650345
